,userId,movieId
376,377,"[32, 34, 150, 272, 410, 585, 680, 748, 849, 909, 924, 926, 1019, 1032, 1093, 1127, 1172, 1200, 1203, 1208, 1214, 1215, 1225, 1230, 1244, 1251, 1262, 1269, 1274, 1345, 1371, 1503, 1517, 1927, 1942, 2015, 2072, 2105, 2117, 2123, 2124, 2311, 2384, 2455, 2683, 2699, 2791, 2792, 2793, 2826, 2858, 3070, 3153, 3363, 3364, 3421, 3648, 3701, 3726, 4042, 4079, 4195, 4294, 4370, 4434, 4571, 4713, 4792, 4942, 5027, 5049, 5288, 5468, 5481, 5919, 6021, 6270, 6303, 6654, 6656, 6787, 6836, 6899, 7063, 7304, 7379, 7706, 7756, 7834, 8138, 8641, 25771, 26564, 27692, 30812, 32139, 35836, 42556, 51662, 62383, 71302, 71999, 72998, 80748, 84799, 87287, 89745, 92760]"
377,378,"[1, 36, 318, 364, 527, 593, 1193, 1213, 1682, 2329, 2959, 3114, 3949, 4011, 4226, 4993, 5952, 6539, 7143, 7153, 8798, 8950, 8961, 33794, 44191, 48394, 48516, 48780, 54286, 58559, 63082, 64716, 68358, 68954, 69481, 74458, 78499, 79132, 90600, 91529, 97304, 106782, 109487, 116797]"
378,379,"[34, 110, 150, 161, 185, 292, 349, 356, 380, 454, 457, 480, 539, 589, 590]"
379,380,"[1, 2, 6, 10, 12, 18, 19, 32, 34, 44, 47, 50, 60, 70, 107, 110, 163, 165, 172, 173, 181, 223, 231, 260, 293, 296, 316, 317, 344, 353, 356, 364, 367, 370, 377, 380, 442, 457, 466, 480, 485, 500, 541, 551, 555, 586, 588, 589, 593, 594, 595, 596, 608, 609, 631, 648, 673, 720, 745, 750, 780, 799, 837, 858, 924, 953, 965, 968, 1015, 1027, 1028, 1029, 1036, 1047, 1064, 1073, 1079, 1080, 1089, 1097, 1125, 1127, 1129, 1136, 1148, 1193, 1196, 1197, 1198, 1199, 1200, 1201, 1207, 1208, 1210, 1213, 1214, 1215, 1219, 1220, 1221, 1222, 1223, 1234, 1240, 1256, 1258, 1261, 1265, 1266, 1270, 1275, 1276, 1278, 1281, 1291, 1320, 1321, 1333, 1347, 1348, 1356, 1359, 1367, 1370, 1387, 1388, 1391, 1485, 1527, 1544, 1552, 1566, 1573, 1580, 1587, 1589, 1610, 1617, 1653, 1665, 1676, 1682, 1722, 1732, 1889, 1907, 1909, 1920, 1954, 1967, 1970, 1982, 1994, 2000, 2001, 2003, 2004, 2005, 2006, 2010, 2011, 2012, 2028, 2048, 2076, 2078, 2081, 2083, 2094, 2115, 2124, 2139, 2140, 2161, 2167, 2174, 2193, 2273, 2287, 2288, 2294, 2321, 2355, 2366, 2394, 2401, 2402, 2403, 2409, 2411, 2423, 2454, 2455, 2470, 2527, 2529, 2571, 2594, 2617, 2628, 2640, 2641, 2648, 2660, 2687, 2700, 2701, 2709, 2716, 2722, 2746, 2761, 2762, 2772, 2788, 2791, 2804, 2841, 2871, 2901, 2916, 2918, 2921, 2947, 2948, 2949, 2951, 2959, 2968, 2985, 2987, 2989, 2990, 2991, 2997, 3018, 3033, 3037, 3052, 3081, 3082, 3113, 3114, 3156, 3175, 3213, 3246, 3262, 3265, 3267, 3272, 3275, 3300, 3327, 3363, 3421, 3429, 3438, 3452, 3483, 3489, 3499, 3508, 3510, 3527, 3535, 3551, 3578, 3623, 3633, 3635, 3638, 3671, 3697, 3698, 3702, 3703, 3704, 3740, 3751, 3793, 3827, 3868, 3869, 3916, 3988, 3994, 4002, 4005, 4011, 4016, 4022, 4036, 4085, 4105, 4226, 4270, 4306, 4327, 4343, 4366, 4367, 4387, 4444, 4498, 4571, 4638, 4679, 4728, 4744, 4821, 4855, 4874, 4878, 4886, 4887, 4980, 4993, 5009, 5010, 5040, 5047, 5072, 5093, 5152, 5218, 5219, 5254, 5299, 5313, 5349, 5377, 5388, 5418, 5444, 5445, 5459, 5463, 5464, 5478, 5506, 5528, 5541, 5574, 5618, 5690, 5833, 5899, 5903, 5952, 5959, 5971, 5989, 5991, 6016, 6196, 6218, 6220, 6263, 6281, 6297, 6323, 6333, 6350, 6365, 6373, 6377, 6537, 6539, 6541, 6550, 6615, 6659, 6664, 6707, 6711, 6731, 6754, 6755, 6764, 6807, 6863, 6870, 6874, 6942, 6946, 6947, 6957, 7022, 7044, 7099, 7143, 7147, 7153, 7163, 7225, 7254, 7310, 7373, 7376, 7387, 7439, 7445, 7482, 7569, 7570, 7802, 7845, 7846, 7981, 8360, 8371, 8501, 8636, 8641, 8644, 8798, 8860, 8861, 8865, 8874, 8917, 8950, 8957, 8961, 8972, 26585, 26662, 26776, 26865, 27311, 27660, 27706, 27773, 27788, 27801, 27822, 27831, 30707, 30894, 31696, 31878, 32456, 32587, 33004, 33162, 33437, 33493, 33794, 33834, 34072, 34150, 34405, 34534, 36529, 37380, 37733, 37830, 38038, 38061, 39446, 40278, 40723, 40732, 40815, 40851, 41716, 43936, 44191, 44665, 45081, 45186, 45431, 45499, 45722, 46322, 46948, 47200, 48142, 48304, 48394, 48780, 48982, 49272, 49278, 49396, 49651, 51255, 51662, 51709, 52281, 52694, 52952, 53000, 54001, 54259, 54272, 54286, 54995, 54997, 54999, 55820, 56152, 56156, 56174, 56775, 57274, 57368, 57528, 57640, 57669, 58025, 58559, 59315, 59369, 59615, 60040, 60069, 60126, 60161, 60818, 60979, 63113, 63222, 63433, 64231, 64285, 65133, 65514, 65682, 66934, 68194, 68237, 68319, 68358, 68954, 69122, 69481, 69844, 70286, 71129, 72167, 72356, 72489, 74545, 74754, 74948, 76251, 77561, 78088, 78105, 78469, 78499, 79008, 79057, 79132, 79274, 79592, 79702, 81229, 81591, 81834, 82744, 83134, 83613, 83803, 84414, 84601, 84942, 84944, 86332, 86644, 86880, 86892, 87232, 88125, 88129, 88140, 88235, 88699, 88744, 89745, 90345, 90603, 90746, 91094, 91529, 91974, 93563, 93838, 93840, 94777, 94864, 94985, 95004, 95149, 95441, 95473, 95475, 95497, 95510, 95858, 96432, 96737, 97306, 97913, 98124, 98491, 98809, 98961, 99112, 99114, 99813, 102033, 102084, 102125, 102445, 102684, 103228, 104241, 104243, 104419, 104913, 105593, 105653, 106072, 106642, 107953, 108795, 109374, 110102, 110501, 111362, 111759, 111781, 112623, 112852, 115149, 115617, 117192, 119145, 122882, 122886, 122892, 122900, 122904, 122906, 122912, 122916, 122918, 122920, 122922, 122926, 134853, 135143, 135569, 136020, 137863, 140247, 140359, 141544, 147376, 147382, 148671, 150596, 151763, 152081, 152173, 158238, 161131, 161634, 162598, 163056, 164179, 164909, 165639, 166528, 166946, 167746, 168248, 168252, 168254, 171763, 172497, 172875, 172881, 173145, 176371, 179119, 179401, 182639, 187595, 188301]"
380,381,"[1, 2, 32, 34, 50, 62, 104, 150, 236, 253, 260, 262, 316, 317, 318, 333, 339, 356, 364, 377, 379, 380, 455, 457, 480, 497, 500, 539, 551, 587, 588, 596, 597, 608, 661, 719, 733, 736, 780, 783, 837, 919, 1015, 1028, 1035, 1046, 1073, 1080, 1088, 1097, 1136, 1196, 1197, 1198, 1210, 1246, 1258, 1259, 1265, 1270, 1282, 1291, 1297, 1307, 1380, 1485, 1500, 1537, 1580, 1584, 1653, 1682, 1704, 1721, 1722, 1734, 1777, 1805, 1907, 1961, 1967, 1968, 2005, 2006, 2012, 2013, 2052, 2053, 2054, 2081, 2100, 2115, 2125, 2133, 2140, 2161, 2174, 2273, 2291, 2329, 2353, 2355, 2394, 2406, 2431, 2470, 2471, 2502, 2571, 2617, 2628, 2671, 2692, 2694, 2716, 2761, 2762, 2788, 2797, 2918, 2959, 3000, 3052, 3082, 3114, 3247, 3253, 3256, 3270, 3489, 3623, 3624, 3745, 3751, 3753, 3755, 3793, 3916, 3949, 3968, 3977, 3994, 4002, 4016, 4019, 4022, 4025, 4027, 4226, 4232, 4270, 4299, 4306, 4321, 4367, 4571, 4720, 4787, 4873, 4878, 4886, 4890, 4896, 4963, 4973, 4993, 4995, 5064, 5218, 5266, 5299, 5308, 5349, 5377, 5378, 5418, 5444, 5502, 5507, 5618, 5669, 5816, 5872, 5952, 5957, 5971, 5989, 5995, 6218, 6297, 6365, 6377, 6378, 6385, 6539, 6593, 6773, 6863, 6893, 6934, 6936, 6947, 7004, 7099, 7143, 7147, 7153, 7158, 7347, 7361, 8360, 8361, 8366, 8368, 8371, 8464, 8529, 8622, 8644, 8665, 8784, 8874, 8961, 8970, 8972, 26662, 27660, 27706, 27808, 27815, 27904, 30749, 30793, 31435, 31658, 31804, 33166, 33493, 33615, 33679, 33794, 34048, 34072, 34319, 34405, 36401, 36517, 36708, 37857, 40815, 41566, 41569, 41571, 43376, 44022, 44191, 44195, 44199, 44974, 45028, 45431, 45517, 45720, 45722, 45880, 45928, 45950, 46530, 46578, 46723, 46948, 46976, 47099, 47518, 47610, 48385, 48394, 48516, 48774, 48780, 48982, 49272, 49274, 49286, 49530, 50601, 50872, 51084, 51662, 51698, 52975, 53121, 53125, 53460, 53894, 53953, 53972, 53996, 54001, 54190, 54259, 54286, 55267, 55768, 55820, 56152, 56174, 56367, 56757, 63072, 63082, 66097, 68319, 68358, 68554, 68791, 68954, 69844, 69951, 70286, 70293, 71057, 72226, 72395, 72641, 72733, 72737, 72998, 73017, 73268, 78499, 78637, 78772]"
381,382,"[1, 50, 150, 208, 215, 260, 296, 318, 339, 356, 357, 374, 382, 442, 454, 455, 527, 588, 593, 750, 858, 910, 912, 1003, 1049, 1196, 1198, 1201, 1204, 1210, 1214, 1219, 1230, 1265, 1307, 1388, 1517, 1544, 1569, 1587, 1653, 1702, 1721, 1722, 1907, 1917, 2019, 2028, 2054, 2078, 2273, 2279, 2294, 2353, 2424, 2496, 2571, 2628, 2671, 2687, 2881, 2947, 2948, 2959, 2990, 2991, 2993, 3257, 3638, 3703, 3826, 4018, 4085, 4161, 4226, 4308, 4310, 4444, 4447, 4632, 4638, 4700, 4701, 4719, 4890, 4896, 4993, 5218, 5378, 5574, 5620, 5816, 5952, 5957, 6218, 6365, 6593, 6879, 6934, 7149, 7153, 7155, 7324, 7379, 7444, 7458, 7569, 7570, 8361, 8368, 8641, 8907, 8968, 8972, 31685, 33493, 33660, 34048, 34162, 34319, 35836, 36519, 37386, 37741, 39292, 40339, 40815, 41566, 44555, 45720, 46970, 47124, 47610, 48598, 49647, 51939, 53464, 54001, 55247, 56152, 56171, 58025, 58105, 58559, 59315, 59501, 59725, 60069, 61132, 61248, 63082, 63113, 63540, 64957, 65685, 68157, 68554, 68954, 69844, 71530, 72737, 73015, 73017, 76293, 77561, 78499, 79132, 79185, 81537, 81834, 81847, 86644, 87520, 89745, 90647, 91542, 94985, 95167, 98809, 99114, 100737, 101362, 102125, 102716, 103042, 105504, 106489, 106696, 109846, 110102, 110127, 110553, 111360, 111659, 112171, 114713, 114795, 115149, 116887, 117529, 117545, 118696, 122882, 122900, 122920, 130634, 131714, 135143, 135436, 135532, 137857, 142372, 152079, 160563, 160980, 165101, 166528]"
382,383,"[150, 539, 903, 1246, 1293, 1299, 1584, 2324, 2396, 2436, 2496, 2501, 2546, 2686, 2690, 2762, 2881, 2977, 2996, 3006, 3115]"
383,384,"[60, 223, 296, 344, 457, 480, 1036, 1090, 1204, 1222, 1258, 1959, 2268, 2355, 2502, 2683, 2706, 2959, 2987, 3072, 3203, 3219, 3471, 3543, 3994, 3996, 4011, 4034, 4323, 4326, 4333]"
384,385,"[1, 21, 32, 94, 150, 198, 224, 233, 246, 260, 296, 318, 337, 356, 368, 410, 417, 457, 471, 480, 497, 541, 553, 588, 589, 608, 728, 736, 741, 750, 858, 903, 924, 1023, 1073, 1079, 1080, 1132, 1136, 1179, 1183, 1196, 1197, 1198, 1199, 1200, 1204, 1206, 1208, 1210, 1211, 1213, 1219, 1220, 1221, 1222, 1228, 1234, 1240, 1246, 1254, 1258, 1265, 1270, 1272, 1281, 1282, 1283, 1285, 1287, 1288, 1291, 1293, 1297, 1298, 1303, 1304, 1306, 1356, 1394, 1408, 1527]"
385,386,"[16, 21, 34, 112, 163, 296, 303, 383, 532, 593, 608]"
386,387,"[10, 29, 32, 47, 50, 70, 97, 110, 111, 154, 162, 163, 175, 223, 235, 260, 288, 293, 296, 316, 318, 344, 353, 356, 363, 441, 481, 492, 509, 520, 541, 543, 551, 589, 592, 593, 608, 663, 741, 745, 750, 778, 858, 866, 903, 904, 906, 908, 910, 911, 912, 913, 915, 922, 923, 924, 928, 930, 931, 933, 951, 965, 968, 1019, 1032, 1073, 1077, 1079, 1080, 1089, 1090, 1094, 1097, 1103, 1104, 1125, 1127, 1136, 1148, 1161, 1172, 1175, 1186, 1193, 1196, 1197, 1198, 1199, 1200, 1201, 1204, 1206, 1207, 1208, 1210, 1212, 1213, 1214, 1215, 1219, 1220, 1221, 1222, 1223, 1227, 1228, 1230, 1235, 1237, 1240, 1244, 1245, 1247, 1248, 1249, 1250, 1251, 1252, 1254, 1256, 1258, 1260, 1261, 1262, 1263, 1265, 1267, 1271, 1273, 1274, 1276, 1282, 1284, 1287, 1288, 1289, 1291, 1299, 1303, 1304, 1307, 1329, 1333, 1339, 1344, 1345, 1347, 1348, 1350, 1387, 1393, 1394, 1464, 1483, 1517, 1527, 1572, 1617, 1653, 1663, 1673, 1678, 1704, 1729, 1732, 1748, 1753, 1884, 1921, 1923, 1929, 1945, 1952, 1953, 1956, 1965, 1967, 1968, 1997, 2006, 2009, 2010, 2019, 2021, 2022, 2046, 2065, 2067, 2071, 2074, 2076, 2115, 2118, 2139, 2140, 2159, 2160, 2161, 2183, 2206, 2208, 2232, 2288, 2290, 2291, 2300, 2303, 2311, 2313, 2321, 2324, 2329, 2337, 2360, 2361, 2376, 2395, 2396, 2455, 2459, 2488, 2502, 2529, 2530, 2550, 2571, 2579, 2599, 2600, 2632, 2644, 2664, 2692, 2712, 2728, 2729, 2731, 2746, 2750, 2759, 2784, 2789, 2791, 2795, 2804, 2810, 2858, 2871, 2905, 2916, 2918, 2921, 2946, 2947, 2948, 2949, 2951, 2959, 2968, 2970, 2973, 2987, 2989, 2991, 2993, 2997, 3000, 3030, 3033, 3038, 3081, 3089, 3091, 3134, 3168, 3176, 3204, 3262, 3275, 3300, 3328, 3334, 3350, 3355, 3386, 3396, 3421, 3424, 3471, 3476, 3481, 3499, 3503, 3504, 3507, 3527, 3535, 3551, 3552, 3627, 3633, 3635, 3639, 3668, 3671, 3676, 3681, 3683, 3730, 3742, 3788, 3812, 3813, 3814, 3852, 3897, 3917, 3943, 3947, 3949, 3996, 4007, 4015, 4027, 4064, 4105, 4191, 4195, 4210, 4211, 4226, 4235, 4239, 4262, 4278, 4289, 4298, 4359, 4392, 4393, 4399, 4408, 4409, 4429, 4437, 4441, 4467, 4546, 4552, 4641, 4687, 4754, 4848, 4878, 4881, 4911, 4914, 4928, 4956, 4963, 4973, 4974, 4979, 5013, 5026, 5060, 5072, 5121, 5147, 5291, 5489, 5497, 5515, 5617, 5618, 5690, 5809, 5902, 5909, 5959, 5971, 5984, 6001, 6003, 6016, 6035, 6063, 6100, 6123, 6184, 6214, 6270, 6281, 6283, 6301, 6305, 6350, 6405, 6440, 6502, 6530, 6533, 6537, 6538, 6539, 6552, 6645, 6659, 6662, 6663, 6666, 6669, 6713, 6724, 6731, 6773, 6774, 6783, 6807, 6868, 6874, 6885, 6918, 6920, 6981, 6985, 6993, 7008, 7013, 7024, 7063, 7088, 7091, 7099, 7116, 7118, 7123, 7132, 7206, 7209, 7234, 7235, 7301, 7323, 7327, 7328, 7333, 7336, 7387, 7438, 7482, 7569, 7570, 7587, 7698, 7700, 7706, 7745, 7749, 7766, 7820, 7895, 7925, 7934, 7936, 7937, 7938, 7939, 7981, 7982, 7983, 8042, 8154, 8188, 8195, 8196, 8199, 8207, 8228, 8239, 8253, 8266, 8270, 8360, 8366, 8405, 8512, 8542, 8596, 8641, 8665, 8670, 8807, 8838, 8950, 8957, 8972, 25898, 25963, 26002, 26052, 26131, 26151, 26171, 26231, 26258, 26303, 26578, 26694, 26776, 27266, 27317, 27773, 27788, 30793, 30810, 31658, 31737, 32314, 32587, 32770, 33794, 33896, 35836, 37545, 37729, 37733, 37736, 38038, 39292, 39381, 39444, 40732, 40819, 40966, 41285, 44191, 44555, 44694, 44761, 46572, 46578, 47610, 48043, 48304, 48385, 48394, 48516, 48774, 48780, 49932, 51255, 51662, 51709, 52241, 52281, 52644, 52722, 52973, 53129, 53322, 53972, 54116, 54272, 55118, 55276, 55280, 55290, 55820, 56367, 56782]"
387,388,"[1197, 1703, 4306, 5218, 6377, 6550, 6662, 8360, 33615, 43836, 44022, 53121, 62999, 78637, 86298, 95105, 103335, 104245]"
388,389,"[1, 5, 6, 17, 25, 32, 62, 65, 95, 104, 140, 141, 260, 376, 494, 628, 653, 719, 733, 736, 780, 788, 802, 805, 832, 1356]"
389,390,"[110, 235, 307, 308, 527, 590, 1193, 1199, 1217, 1784, 1884, 2025, 2076, 2288, 2291, 2312, 2329, 2571, 2908, 2959, 3053, 3174, 3408, 3910, 3967, 4014, 4226, 4239, 4973, 5064, 5072, 5296, 5618, 5903, 6016, 6344, 6350, 6377, 6890, 7147, 7208, 7254, 7361, 7371, 7669, 8254, 8327, 8622, 8970, 9010, 27660, 27815, 34437, 37729, 44943, 46723, 59995, 60040, 62644, 64957, 66097]"
390,391,"[6, 25, 29, 32, 50, 58, 110, 111, 150, 154, 199, 223, 233, 242, 260, 265, 293, 296, 300, 306, 308, 318, 348, 353, 356, 357, 368, 417, 457, 492, 497, 500, 527, 541, 543, 555, 589, 592, 608, 627, 695, 750, 778, 800, 858, 866, 902, 903, 904, 908, 910, 912, 920, 923, 924, 930, 953, 991, 1028, 1035, 1036, 1041, 1059, 1060, 1080, 1089, 1090, 1094, 1097, 1104, 1131, 1132, 1136, 1148, 1150, 1172, 1173, 1175, 1178, 1179, 1184, 1185, 1193, 1196, 1197, 1199, 1201, 1204, 1206, 1208, 1210, 1213, 1214, 1219, 1220, 1221, 1222, 1225, 1228, 1230, 1233, 1240, 1244, 1245, 1246, 1247, 1249, 1256, 1258, 1259, 1265, 1270, 1277, 1279, 1281, 1282, 1291, 1296, 1307, 1333, 1348, 1357, 1358, 1408, 1594, 1610, 1617, 1639, 1653, 1682, 1719, 1748, 1845, 1900, 1916, 1921, 1923, 1947, 1952, 1960, 1961, 1968, 2003, 2019, 2021, 2076, 2078, 2080, 2108, 2145, 2194, 2232, 2248, 2275, 2318, 2333, 2357, 2360, 2391, 2395, 2396, 2502, 2571, 2580, 2599, 2640, 2683, 2686, 2692, 2696, 2708, 2712, 2716, 2731, 2746, 2797, 2858, 2908, 2916, 2918, 2947, 2948, 2959, 2987, 2997, 3000, 3030, 3055, 3067, 3083, 3089, 3159, 3160, 3178, 3260, 3266, 3267, 3271, 3347, 3386, 3418, 3470, 3481, 3503, 3683, 3702, 3704, 3783, 3897, 3949, 3996, 4011, 4144, 4178, 4226, 4237, 4273, 4278, 4298, 4306, 4334, 4361, 4499, 4562, 4848, 4914, 4973, 4978, 4993, 4995, 5013, 5135, 5202, 5222, 5292, 5325, 5339, 5417, 5418, 5470, 5475, 5477, 5537]"
391,392,"[1193, 1198, 1221, 2291, 2683, 2694, 2706, 2858, 2997, 3298]"
392,393,"[110, 293, 457, 750, 1089, 1198, 1199, 1206, 1291, 1610, 1653, 1682, 2329, 2571, 2959, 2997, 3578, 3793, 3996, 4011, 4022, 4027, 4148, 4226, 4446, 4878, 4963, 4993, 4995, 5349, 5418, 5669, 5679, 5952, 6333, 6365, 6539, 6874, 7153, 7373, 7438, 8636, 8665, 8798, 8984, 31696, 33679, 33794, 34405, 36517, 37857, 44191, 44199, 45722, 48394, 49272, 51255, 53125, 54259, 54286, 57669, 58559, 59315, 60684, 66934, 68237, 68358, 68848, 70286, 73017, 77561, 79132, 87232, 89745, 91529, 96079, 98809, 102125, 102445, 106489, 106642, 110102, 111362, 112852, 122892, 130518, 130842]"
393,394,"[50, 110, 225, 356, 457, 553]"
394,395,"[110, 160, 172, 173, 208, 339, 367, 368, 480, 519, 520, 552, 597, 648]"
395,396,"[1, 50, 293, 318, 745, 783, 903, 1148, 1276, 1625, 1777, 2329, 3052, 3114, 4886, 6377]"
396,397,"[123, 232, 492, 750, 1077, 1104, 1230, 1244, 1701, 1953, 4017, 4037, 5291, 6016, 6993, 8042, 8228, 8645, 44555]"
397,398,"[32, 261, 902, 910, 914, 1028, 1042, 1136, 1197, 1198, 1207, 1278, 2144, 2161, 2248, 2763, 2968, 3000, 3186, 3421, 3911, 4973, 5618, 5971, 6408, 7022, 7099, 7361, 8738, 26147, 26631, 31658, 38304, 48516, 59387, 60069, 60333, 68954, 81845, 82459]"
398,399,"[1, 260, 296, 356, 527, 593, 780, 1196, 1198, 1210, 1262, 1270, 1291, 2194, 2571, 2762, 3114, 3578, 3996, 4306, 4886, 4993, 5952, 6333, 6377, 7153, 8961, 33166]"
399,400,"[6, 47, 50, 260, 293, 296, 318, 356, 541, 593, 608, 778, 858, 1036, 1193, 1196, 1197, 1198, 1210, 1213, 1221, 1258, 1270, 2571, 2959, 3578, 3949, 4878, 4993, 7153, 44199, 44665, 47099, 48516, 58559, 76093, 79132, 122886, 134130, 164179, 168252]"
400,401,"[1, 239, 356, 364, 551, 783, 1136, 1566, 1907, 2291, 3751, 4016, 4306, 4366, 4886, 5218, 5444, 5882, 6297, 6377, 6539, 6942, 8360, 8961, 31658, 32031, 37729, 38038, 45722, 48982, 49274, 50872, 52287, 53125, 56757, 59315, 59784, 60069, 66097, 68954, 72737, 76093, 78499, 79091, 81564, 81847, 84944, 112852, 115664, 122918, 134853, 152081, 162578, 166461, 170939]"
401,402,"[61, 95, 112, 165, 204, 296, 315, 364, 376, 377, 380, 434, 442, 457, 480, 500, 527, 586, 587, 588, 589, 593, 597, 780, 786, 1036, 1084]"
402,403,"[47, 110, 180, 296, 1027, 1089, 1213, 1261, 1266, 1291, 1663, 2329, 2420, 2427, 2502, 3006, 3107, 3210, 3361, 3386, 7361, 58998, 61248, 61323, 61465, 62081]"
403,404,"[11, 17, 34, 62, 110, 141, 161, 185, 208, 318, 349, 356, 357, 377, 440, 457, 480, 500, 509, 527, 539, 588, 590, 593]"
404,405,"[16, 25, 32, 70, 110, 111, 193, 208, 224, 253, 288, 293, 296, 345, 370, 390, 442, 541, 680, 714, 750, 1080, 1084, 1089, 1101, 1199, 1206, 1209, 1213, 1214, 1215, 1222, 1233, 1241, 1247, 1252, 1295, 1391, 1464, 1617, 1625, 1673, 1732, 1805, 1884, 2021, 2076, 2105, 2329, 2571, 2826, 2959, 3052, 3168, 3355, 3409, 3418, 3535, 3676, 3916, 3949, 4011, 4022, 4144, 4226, 4239, 4848, 4878, 5810, 5989, 6023, 6807, 7013, 7044, 7123, 7134, 7254, 7299, 7371, 8254, 8370, 8798, 8950, 25771, 26258, 26554, 26810, 27266, 27592, 27664, 27904, 32587, 33004, 34405, 37731, 47491, 48394, 48780, 49932, 53519, 54503, 54995, 55247, 55253, 55442, 55820, 57669, 59814, 64614, 68157, 68237, 69134, 70708, 76251, 77266, 79132]"
405,406,"[135, 261, 1022, 2125, 2694, 2722, 5620, 33669, 44840, 46972, 56949]"
406,407,"[260, 1196, 1291, 2028, 2571, 2959, 4993, 5445, 5952, 6539, 7153, 54286, 58559, 59315, 76093, 109374, 112556]"
407,408,"[10, 19, 44, 165, 260, 316, 318, 344, 520, 741, 1036, 1073, 1196, 1198, 1210, 1265, 1272, 1278, 1291, 1517, 1704, 1722, 1909, 2273, 2371, 2416, 2571, 2723, 2791, 3033, 3052, 3175, 3552, 3578, 3671, 3868, 3996, 4344, 4649, 4701, 4993, 5047, 5064, 5418, 5952, 6595, 6618, 6708, 6776, 6863, 7143, 7153, 7324, 8528, 8641, 8798, 8972, 33794, 36529, 40851, 41566, 44191, 45447, 46976, 47610, 48394, 48780, 49272, 49530, 51662, 53972, 54259, 54286, 54648, 55908, 56775, 58559, 59014, 59369, 60756, 61132, 62374, 63131, 65514, 68237, 69278, 70305, 71106, 73017, 76251, 79132, 79139, 79592, 80489, 82461, 84601, 85412, 85510, 87785, 89492, 89745, 91529, 91542, 93363, 98809, 99112, 100882, 101864, 103042, 103372, 106489, 106916, 107348, 109487, 110669, 111759, 111781, 114795, 115210, 116797, 122900, 122904, 134130, 136020, 136540, 138036, 152077, 160563, 165101, 166528]"
408,409,"[39, 111, 223, 235, 260, 296, 318, 562, 593, 608, 678, 858, 910, 912, 919, 968, 1073, 1077, 1078, 1136, 1193, 1194, 1197, 1213, 1219, 1221, 1225, 1228, 1230, 1234, 1242, 1247, 1256, 1259, 1265, 1276, 1278, 1304, 1307, 1380, 1394, 1513, 1694, 1952, 2064, 2109, 2289, 2318, 2352, 2492, 2599, 2657, 2683, 2699, 2706, 2795, 2858, 2908, 2973, 3037, 3040, 3099, 3175, 3200, 3244, 3362, 3363, 3384, 3421, 3468, 3504, 3526, 3543, 3671, 3760, 3812, 3813, 3814, 3835, 3836, 3846, 3868, 3869, 5060]"
409,410,"[3, 52, 58, 154, 290, 318, 348, 351, 357, 389, 427, 468, 527, 549, 597, 670, 750, 824, 903, 904, 908, 912, 913, 915, 916, 922, 923, 942, 955, 1060, 1073, 1079, 1080, 1084, 1085, 1125, 1131, 1132, 1171, 1172, 1173, 1188, 1206, 1207, 1211, 1220, 1228, 1235, 1237, 1247, 1248, 1251, 1252, 1260, 1267, 1276, 1292, 1635, 1663, 1734, 1859, 1958, 1963, 2064, 2065, 2112, 2133, 2144, 2145, 2150, 2176, 2184, 2186, 2243, 2289, 2300, 2302, 2318, 2321, 2351, 2395, 2731, 2769, 2915, 2987, 2997, 3006, 3067, 3088, 3089, 3134, 3161, 3224, 3253, 3255, 3263, 3334, 3361, 3362, 3450, 3468, 3504, 3552, 3608, 3618, 3671, 3730, 3823, 3855, 3910, 3911, 3925, 3928, 3948, 3983, 4002, 4027, 4037, 4062, 4077, 4160, 4175, 4214, 4225, 4276, 4278, 4280, 4297, 4321, 4333, 4334, 6460]"
410,411,"[1, 2, 11, 21, 31, 34, 47, 62, 110, 111, 150, 151, 161, 185, 208, 223, 225, 230, 246, 280, 282, 296, 316, 318, 350, 356, 364, 368, 371, 376, 380, 448, 454, 457, 471, 480, 500, 508, 527, 551, 553, 586, 587, 590, 593, 648]"
411,412,"[17, 34, 162, 300, 457, 593, 608, 858, 898, 903, 904, 908, 910, 913, 924, 930, 933, 936, 950, 951, 1136, 1147, 1172, 1197, 1199, 1214, 1219, 1221, 1230, 1234, 1244, 1252, 1269, 1276, 1278, 1284, 1288, 1289, 1304, 1307, 1537, 1610, 1617, 1641, 1784, 1797, 1883, 1914, 1953, 2064, 2108, 2150, 2239, 2289, 2396, 2398, 2542, 2628, 2712, 2724, 2759, 2763, 2770, 2829, 2858, 2861, 2890, 2915, 2918, 2935]"
412,413,"[16, 296, 318, 457, 527, 593, 736, 858, 1207, 1213, 1221, 1704, 1792, 2002, 2028, 2329, 2353, 2424, 2502, 2694, 2959, 3147, 3408, 3624, 3753, 3916, 3948, 4022, 4239, 4262, 4299, 4890, 4993, 5574, 6373, 6378, 7293, 8665, 35836, 51662, 51935, 54286, 64957, 68157, 69122, 71535, 97304, 99114]"
